0.257619;0.000000;0.299403;0.000000
 0.216589; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.216589; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.299403; 0.000000
 0.299403; 0.000000; 0.257619; 0.000000
 0.299403; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.299403; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.299403; 0.000000
 0.216589; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.299403; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.216589; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.216589; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.216589; 0.000000; 0.299403; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.299403; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.216589; 0.000000
 0.299403; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.299403; 0.000000
 0.216589; 0.000000; 0.299403; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.216589; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.216589; 0.000000; 0.257619; 0.000000
 0.216589; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.216589; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.216589; 0.000000; 0.257619; 0.000000
 0.299403; 0.000000; 0.299403; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.299403; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.299403; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.299403; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.299403; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.216589; 0.000000
 0.216589; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.216589; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.299403; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.216589; 0.000000; 0.257619; 0.000000
 0.216589; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.257619; 0.000000; 0.257619; 0.000000
 0.216589; 0.000000; 0.257619; 0.000000
