8002498.000000;0.323150;;;;;
8002874.000000;0.326374;;;;;
8003099.000000;0.324762;;;;;
8003327.000000;0.322344;;;;;
8003510.000000;0.327179;;;;;
8003744.000000;0.319121;;;;;
8003936.000000;0.332821;;;;;
8004126.000000;0.322344;;;;;
8004334.000000;0.326374;;;;;
8004521.000000;0.323150;;;;;
8004750.000000;0.322344;;;;;
8004951.000000;0.324762;;;;;
8005140.000000;0.323956;;;;;
8005344.000000;0.324762;;;;;
8005532.000000;0.320733;;;;;
8005764.000000;0.323150;;;;;
8005961.000000;0.320733;;;;;
8006150.000000;0.324762;;;;;
8006363.000000;0.324762;;;;;
8006547.000000;0.324762;;;;;
8006780.000000;0.319121;;;;;
8006969.000000;0.326374;;;;;
8007156.000000;0.324762;;;;;
8007364.000000;0.321538;;;;;
8007548.000000;0.322344;;;;;
8007772.000000;0.322344;;;;;
8007963.000000;0.324762;;;;;
8008149.000000;0.322344;;;;;
8008359.000000;0.324762;;;;;
8008547.000000;0.322344;;;;;
8008769.000000;0.323956;;;;;
8008960.000000;0.324762;;;;;
8009146.000000;0.324762;;;;;
8009357.000000;0.323956;;;;;
8009546.000000;0.322344;;;;;
8009769.000000;0.322344;;;;;
8009960.000000;0.323956;;;;;
8010156.000000;0.323956;;;;;
8010366.000000;0.321538;;;;;
8010556.000000;0.318315;;;;;
8010783.000000;0.322344;;;;;
8010980.000000;0.320733;;;;;
8011170.000000;0.323150;;;;;
8011387.000000;0.325568;;;;;
8011576.000000;0.331209;;;;;
8011805.000000;0.323150;;;;;
8011996.000000;0.323956;;;;;
8012188.000000;0.324762;;;;;
8012396.000000;0.323956;;;;;
8012584.000000;0.322344;;;;;
8012816.000000;0.322344;;;;;
8013005.000000;0.323956;;;;;
8013195.000000;0.322344;;;;;
8013408.000000;0.182125;;;;;
8013591.000000;0.323956;;;;;
8013818.000000;0.323956;;;;;
8014006.000000;0.327179;;;;;
8014194.000000;0.325568;;;;;
8014402.000000;0.322344;;;;;
8014585.000000;0.324762;;;;;
8014817.000000;0.323956;;;;;
8015006.000000;0.323956;;;;;
8015198.000000;0.325568;;;;;
8015411.000000;0.324762;;;;;
8015594.000000;0.318315;;;;;
8015824.000000;0.323150;;;;;
8016009.000000;0.323956;;;;;
8016221.000000;0.321538;;;;;
8016410.000000;0.319927;;;;;
8016590.000000;0.402125;;;;;
8016819.000000;0.323956;;;;;
8017007.000000;0.323150;;;;;
8017192.000000;0.325568;;;;;
8017407.000000;0.324762;;;;;
8017591.000000;0.322344;;;;;
8017821.000000;0.322344;;;;;
8018017.000000;0.323956;;;;;
8018204.000000;0.320733;;;;;
8018410.000000;0.322344;;;;;
8018598.000000;0.323956;;;;;
8018831.000000;0.325568;;;;;
8019022.000000;0.323956;;;;;
8019214.000000;0.322344;;;;;
8019435.000000;0.325568;;;;;
8019624.000000;0.321538;;;;;
8019851.000000;0.322344;;;;;
8020050.000000;0.322344;;;;;
8020234.000000;0.326374;;;;;
8020448.000000;0.325568;;;;;
8020630.000000;0.326374;;;;;
8020855.000000;0.323956;;;;;
8021056.000000;0.324762;;;;;
8021247.000000;0.319927;;;;;
8021453.000000;0.322344;;;;;
8021639.000000;0.323150;;;;;
8021879.000000;0.320733;;;;;
8022071.000000;0.315897;;;;;
8022254.000000;0.319121;;;;;
8022455.000000;0.325568;;;;;
8022638.000000;0.323150;;;;;
8022863.000000;0.323150;;;;;
8023005.000000;0.301392;;;;;
;;;;;;
8023233.000000;0.325568;;;;;
8023459.000000;0.323956;;;;;
8023640.000000;0.330403;;;;;
8023873.000000;0.325568;;;;;
8024072.000000;0.325568;;;;;
8024283.000000;0.324762;;;;;
8024471.000000;0.323150;;;;;
8024647.000000;0.328791;;;;;
8024884.000000;0.324762;;;;;
8025074.000000;0.329597;;;;;
8025287.000000;0.325568;;;;;
8025476.000000;0.328791;;;;;
8025654.000000;0.319927;;;;;
8025887.000000;0.329597;;;;;
8026077.000000;0.327179;;;;;
8026287.000000;0.328791;;;;;
8026475.000000;0.329597;;;;;
8026660.000000;0.328791;;;;;
8026889.000000;0.325568;;;;;
8027084.000000;0.328791;;;;;
