10003667.000000;0.216589
10004243.000000;0.216589
10004607.000000;0.216589
10005060.000000;0.216589
10005423.000000;0.216589
10005779.000000;0.216589
10006192.000000;0.216589
10006508.000000;0.216589
10006911.000000;0.216589
10007269.000000;0.216589
10007638.000000;0.216589
10008203.000000;0.428559
10008998.000000;0.384931
10009817.000000;0.428559
10010612.000000;0.472704
10011408.000000;0.472704
10012195.000000;0.428559
10012997.000000;0.428559
10013820.000000;0.472704
10014616.000000;0.472704
10015406.000000;0.428559
10016197.000000;0.472704
10016997.000000;0.562405
10017812.000000;0.562405
10018611.000000;0.562405
10019397.000000;0.517330
10020195.000000;0.562405
10021031.000000;0.562405
10021817.000000;0.562405
10022608.000000;0.653805
10023396.000000;0.700086
10024198.000000;0.700086
10025041.000000;0.653805
10025816.000000;0.700086
10026607.000000;0.653805
10027396.000000;0.607905
10028197.000000;0.746728
10029014.000000;0.746728
10029818.000000;0.793717
10030606.000000;0.841036
10031398.000000;0.793717
10032196.000000;0.793717
10033021.000000;0.607905
10033818.000000;0.841036
10034606.000000;0.841036
10035397.000000;0.888674
10036197.000000;0.984858
10037018.000000;0.936619
10037816.000000;0.984858
10038598.000000;0.888674
10039396.000000;0.936619
10040221.000000;0.746728
10041019.000000;1.033384
10041812.000000;1.082184
10042594.000000;1.131254
10043398.000000;1.033384
10044241.000000;1.082184
10045016.000000;1.131254
10045808.000000;1.180581
10046594.000000;1.180581
10047399.000000;1.279988
10048217.000000;1.131254
10049013.000000;1.230161
10049812.000000;1.330053
10050594.000000;1.230161
10051400.000000;1.279988
10052216.000000;1.279988
10053020.000000;1.430876
10053806.000000;1.380350
10054595.000000;1.481623
10055398.000000;1.430876
10056219.000000;1.330053
10057011.000000;1.430876
10057803.000000;1.481623
10058592.000000;1.230161
10059397.000000;1.583765
10060214.000000;1.583765
10061007.000000;1.635148
10061799.000000;1.686737
10062594.000000;1.635148
10063425.000000;1.635148
10064216.000000;1.738526
10065010.000000;1.790509
10065796.000000;1.842687
10066596.000000;1.842687
10067433.000000;1.895052
10068215.000000;1.947602
10069009.000000;1.947602
10069797.000000;1.947602
10070593.000000;1.947602
10071415.000000;2.000335
10072219.000000;2.053248
10073006.000000;1.635148
10073795.000000;2.106338
10074595.000000;2.159602
10075421.000000;2.159602
10076219.000000;2.428439
10077009.000000;2.537112
10077794.000000;2.320410
10078595.000000;2.266639
10079426.000000;2.320410
10080215.000000;2.428439
10081003.000000;2.482699
10081795.000000;2.374346
10082593.000000;2.428439
10083415.000000;2.428439
10084210.000000;2.537112
10085001.000000;2.591679
10085793.000000;2.646404
10086612.000000;2.646404
10087416.000000;2.591679
10088216.000000;2.701278
10088995.000000;2.756303
10089797.000000;2.756303
10090625.000000;2.811478
10091414.000000;2.811478
10092208.000000;2.922263
10092997.000000;2.977871
10093800.000000;3.033624
10094617.000000;3.089518
10095417.000000;3.033624
10096209.000000;3.033624
10096998.000000;3.201718
10097801.000000;3.201718
10098618.000000;3.201718
10099418.000000;3.258023
10100205.000000;3.314466
10100997.000000;3.314466
10101797.000000;3.427750
10102617.000000;3.484589
10103417.000000;3.484589
10104201.000000;3.484589
10104995.000000;3.541557
10105803.000000;3.484589
10106617.000000;3.598658
10107412.000000;3.655885
10108198.000000;3.713239
10108996.000000;3.770721
10109838.000000;3.770721
10110616.000000;3.828331
10111409.000000;3.886060
10112195.000000;3.886060
10112998.000000;3.828331
10113818.000000;3.943915
10114618.000000;3.943915
10115406.000000;4.118205
10116196.000000;4.118205
10116997.000000;4.118205
10117813.000000;4.176542
10118612.000000;4.176542
10119408.000000;4.293576
10120195.000000;4.293576
10120998.000000;3.886060
10121816.000000;4.470009
10122615.000000;4.470009
10123402.000000;4.470009
10124196.000000;3.943915
10124996.000000;4.529042
10125818.000000;4.588198
10126612.000000;4.118205
10127401.000000;4.706851
10128196.000000;4.706851
10129022.000000;4.825946
10129816.000000;4.825946
10130608.000000;4.001890
10131396.000000;4.825946
10132196.000000;4.945493
10133033.000000;5.005424
10133814.000000;5.125620
10134609.000000;5.125620
10135395.000000;5.125620
10136194.000000;5.185884
10137019.000000;5.246249
10137817.000000;5.306727
10138609.000000;5.306727
10139398.000000;5.367313
10140199.000000;5.917243
10141019.000000;5.549692
10141815.000000;5.549692
10142605.000000;5.549692
10143396.000000;5.610691
10144195.000000;5.671794
10145014.000000;5.733004
10145809.000000;5.671794
10146602.000000;5.794316
10147398.000000;5.794316
10148200.000000;5.855728
10149019.000000;5.917243
10149815.000000;5.917243
10150596.000000;5.978858
10151397.000000;6.102395
10152229.000000;6.102395
10153017.000000;6.164318
10153806.000000;6.164318
10154594.000000;6.226333
10155398.000000;6.226333
10156244.000000;6.350664
10157016.000000;6.412978
10157811.000000;6.288451
10158594.000000;6.537906
10159397.000000;6.537906
10160219.000000;6.537906
10161012.000000;6.663213
10161809.000000;4.411081
10162597.000000;6.663213
10163396.000000;6.788911
10164219.000000;6.851907
10165016.000000;6.978177
10165806.000000;6.978177
10166593.000000;6.978177
10167398.000000;6.600510
10168214.000000;7.104827
10169017.000000;7.104827
10169804.000000;7.168304
10170595.000000;7.295516
10171402.000000;7.295516
10172213.000000;7.295516
10173012.000000;4.825946
10173797.000000;7.359262
10174594.000000;7.423107
10175435.000000;7.487036
10176215.000000;7.551067
10177007.000000;7.679395
10177798.000000;7.743705
10178596.000000;7.679395
10179446.000000;7.743705
10180216.000000;7.743705
10181008.000000;7.808091
10181795.000000;7.937163
10182595.000000;8.066577
10183419.000000;8.001825
10184215.000000;8.066577
10185004.000000;8.066577
10185796.000000;8.066577
10186594.000000;9.114781
10187418.000000;8.196371
10188222.000000;8.261392
10189008.000000;8.326509
10189796.000000;8.391712
10190595.000000;8.457009
10191420.000000;8.522385
10192214.000000;8.522385
10193000.000000;8.587862
10193795.000000;8.653416
10194596.000000;8.719060
10195418.000000;8.784792
10196212.000000;8.196371
10196998.000000;8.784792
10197794.000000;8.850615
10198623.000000;8.982525
10199420.000000;8.982525
10200208.000000;8.982525
10200995.000000;9.048612
10201799.000000;9.181037
10202619.000000;9.181037
10203419.000000;9.247375
10204213.000000;9.181037
10204999.000000;9.313815
10205802.000000;9.313815
10206616.000000;8.653416
10207419.000000;9.380325
10208206.000000;9.647250
10208997.000000;9.580395
10209794.000000;9.580395
10210615.000000;8.522385
10211418.000000;9.647250
10212201.000000;9.781218
10212996.000000;9.781218
10213797.000000;9.848333
10214620.000000;9.915529
10215414.000000;8.916534
10216201.000000;8.982525
10216997.000000;9.982814
10217823.000000;10.050173
10218617.000000;10.933528
10219412.000000;10.185160
10220197.000000;10.320485
10220998.000000;10.252782
10221838.000000;10.320485
10222615.000000;10.388263
10223408.000000;10.388263
10224193.000000;10.456137
10224998.000000;10.592121
10225818.000000;10.592121
10226615.000000;10.592121
10227408.000000;10.660248
10228193.000000;10.660248
10228995.000000;10.796728
10229813.000000;10.728445
10230613.000000;10.865101
10231405.000000;11.002059
10232197.000000;11.002059
10232997.000000;10.933528
10233816.000000;11.070681
10234612.000000;11.070681
10235403.000000;11.070681
10236194.000000;11.277004
10237002.000000;11.277004
10237819.000000;11.277004
10238612.000000;10.660248
10239397.000000;11.414972
10240193.000000;11.414972
10241030.000000;11.484084
10241818.000000;11.484084
10242607.000000;11.484084
10243397.000000;11.622521
10244198.000000;11.761290
10245041.000000;11.761290
10245814.000000;11.830808
10246607.000000;11.900395
10247396.000000;11.900395
10248197.000000;11.830808
10249020.000000;11.970068
10249817.000000;12.039812
10250602.000000;12.039812
10251397.000000;12.109642
10252198.000000;12.109642
10253017.000000;12.249542
10253816.000000;12.249542
10254602.000000;12.249542
10255397.000000;12.389763
10256196.000000;12.389763
10257016.000000;12.459995
10257811.000000;12.530302
10258600.000000;11.414972
10259396.000000;12.530302
10260204.000000;12.530302
10261017.000000;12.741706
10261812.000000;12.600695
10262598.000000;12.249542
10263395.000000;12.812341
10264233.000000;13.451563
10265016.000000;12.883044
10265808.000000;12.883044
10266592.000000;12.953835
10267398.000000;13.024694
10268214.000000;13.095635
10269015.000000;13.166670
10269805.000000;13.237763
10270595.000000;13.166670
10271398.000000;13.237763
10272216.000000;13.380210
10273018.000000;13.380210
10273811.000000;13.380210
10274593.000000;13.451563
10275398.000000;13.522958
10276213.000000;13.522958
10277018.000000;13.594463
10277804.000000;13.522958
10278595.000000;13.594463
10279395.000000;12.530302
10280217.000000;13.666046
10281015.000000;13.809424
10281805.000000;12.812341
10282592.000000;13.881245
10283399.000000;13.881245
10284218.000000;13.881245
10285014.000000;13.953115
10285797.000000;14.097137
10286594.000000;13.024694
10287419.000000;14.241453
10288220.000000;13.809424
10289011.000000;14.241453
10289795.000000;14.241453
10290595.000000;14.241453
10291437.000000;14.313721
10292219.000000;14.386090
10293009.000000;14.458504
10293795.000000;14.458504
10294595.000000;14.603601
10295417.000000;14.603601
10296219.000000;14.603601
10297011.000000;13.522958
10297794.000000;13.594463
10298594.000000;14.749003
10299414.000000;14.749003
10300215.000000;14.894718
10301007.000000;14.894718
10301794.000000;14.894718
10302596.000000;14.894718
10303419.000000;14.894718
10304214.000000;14.967699
10305004.000000;15.040757
10305797.000000;15.187086
10306596.000000;14.097137
10307418.000000;15.187086
10308210.000000;15.260352
10308999.000000;15.187086
10309795.000000;15.260352
10310599.000000;15.333723
10311420.000000;15.407142
10312213.000000;15.480666
10313000.000000;15.480666
10313800.000000;15.480666
10314625.000000;13.380210
10315416.000000;15.554252
10316213.000000;15.554252
10316995.000000;15.775483
10317797.000000;15.775483
10318615.000000;15.775483
10319412.000000;15.775483
10320205.000000;15.849378
10320998.000000;15.849378
10321799.000000;15.997394
10322612.000000;15.923338
10323416.000000;15.997394
10324207.000000;16.071510
10324995.000000;16.145716
10325796.000000;16.145716
10326617.000000;16.294352
10327414.000000;16.219980
10328206.000000;16.294352
10328995.000000;16.443277
10329797.000000;16.294352
10330615.000000;16.443277
10331410.000000;16.443277
10332201.000000;16.071510
10332997.000000;16.443277
10333827.000000;16.517870
10334613.000000;16.517870
10335407.000000;16.592518
10336195.000000;16.667238
